,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,entities.hashtags,entities.urls,partido,tipo de post
0,Pilar,2021-04-17 11:05:55+00:00,1383376168754180096,"@InesArrimadas Más que tú ???? El PP os ha tomado el pelo y se ríe de vosotros y seguís apoyando.... a un con sus mentiras y corrupción, no se puede caer más bajo.","[15, 163]",['Twitter for iPhone'],0,0,2641,2920,21584,[],[],Partido Popular,mención
1,Sergio R.Aranoa 🌹🔻 #GabilondoPresidente,2021-04-17 11:05:45+00:00,1383376129654812672,@ppmadrid @populares Con sobrecostes de 100 millones de euros como el Almacén Zendal? 😂😂 https://t.co/iVURwsZx4C,"[21, 88]",['Twitter for iPhone'],0,0,3617,4997,151810,[],[],Partido Popular,mención
2,Toni🌾🥀,2021-04-17 11:05:44+00:00,1383376124365840385,"Ventajas de esta estrategia:

- los votantes del PP jamás te votarán 
- los de Vox tampoco
- el PP no quiere pactar contigo
- puedes perder a tus votantes (aunq en el caso del PSOE está chungo)
- siendo tan panoli, animas a la abstención https://t.co/dIXneljVWz","[0, 237]",['Twitter Web App'],0,0,142,185,5079,[],[],Partido Popular,mención
3,Ángel Panizo Coleto,2021-04-17 11:05:42+00:00,1383376116166004747,"@populares @IdiazAyuso Aqui están los datos de contagiados ocultos por @IdiazAyuso e @ignacioaguado para no tener que tomar medidas, mientras los madrileños fallecian brutalmente en un estado gravisimo de la pandemia. Todo con datos fehacientes recogidos de la web de la CAM.

https://t.co/x1MBawrDo7","[23, 300]",['Twitter for Android'],0,0,433,127,4316,[],"[{'url': 'https://t.co/x1MBawrDo7', 'expanded_url': 'https://mobile.twitter.com/angelpanizoc/status/1342158143476871174?s=19', 'display_url': 'mobile.twitter.com/angelpanizoc/s…', 'indices': [277, 300]}]",Partido Popular,mención
4,Salome,2021-04-17 11:05:39+00:00,1383376102983299076,@teresajbecerril @populares También hablabas así de Aznar??? Cuando acercaba presos y les llamaba MLNV?? https://t.co/iqkR4EfJtu,"[28, 104]",['Twitter for iPhone'],0,0,200,381,3553,[],[],Partido Popular,mención
5,David A. Gonzalez,2021-04-17 11:05:32+00:00,1383376071647666176,"@jorgetegan @EnriqueBoto @populares @AlmeidaPP_ Esto es lo que ha dicho.

Que lo mismo nos estamos pasando tres pueblos buscando motivos de indignación. https://t.co/DcmZL84grf","[48, 152]",['Twitter for iPhone'],0,0,267,365,2547,[],[],Partido Popular,mención
6,Manndi,2021-04-17 11:05:28+00:00,1383376055327625224,"... lo que ha perjudicado y perjudica además de a #Madrid a España y de ahí a #Europa, Ayuso y el #PP solo han engañado, mentido y soltado bulos contra el gobierno y por pandemia contra España/Europa. Un verdadero Virus,un veradero Cancer, AYUSO

@BILD @welt @express24 @telegraaf","[0, 280]",['Twitter Web App'],0,0,1,58,196,"[{'text': 'Madrid', 'indices': [50, 57]}, {'text': 'Europa', 'indices': [78, 85]}, {'text': 'PP', 'indices': [98, 101]}]",[],Partido Popular,mención
7,D.M,2021-04-17 11:05:01+00:00,1383375943968776194,"@menorcamartika @paconunez_ @TeoGarciaEgea @populares @PP_CLM Socialistos?,
tú nivel intelectual,tiene qué ser exactamente igual a tú currículum vitae,digamos cero","[62, 163]",['Twitter Web App'],0,0,93,792,3533,[],[],Partido Popular,mención
8,Salome,2021-04-17 11:04:59+00:00,1383375933512380418,@populares @DolorsMM La familia de Montserrat ya se puso al día con hacienda?????,"[21, 81]",['Twitter for iPhone'],0,0,200,381,3553,[],[],Partido Popular,mención
9,Fernando Freiria,2021-04-17 11:04:54+00:00,1383375916110258185,@populares @IdiazAyuso Espectacular Ayuso!!! 🤩🤩🤩,"[23, 48]",['Twitter for iPhone'],0,0,20,152,1071,[],[],Partido Popular,mención
10,PP Comunidad de Madrid,2021-04-17 11:04:53+00:00,1383375911140028420,"Los @populares construimos el hospital de Villalba y otros 13 hospitales públicos. Y el PSOE dijo no. 

¿Qué le hubiéramos dicho a las 1.451 personas de la sierra de Madrid que han sido atendidas ahí por COVID-19? 

Javier Fernández-Lasquetty en Collado Villalba. #YoConAyuso https://t.co/Nyd4Bcg0Xz","[0, 275]",['Twitter for iPhone'],0,2,120304,5826,94337,"[{'text': 'YoConAyuso', 'indices': [264, 275]}]",[],Partido Popular,mención
11,Esperanza Dotor,2021-04-17 11:04:47+00:00,1383375883474407424,"@Sikness1924 @mariteremoto @Alex72548885 Eso lo hace también el PP y muchos partidos nacionalistas. Ya he dicho que no me gusta Podemos y menos Pablo Iglesias, y este último por su forma de hacer las cosas, pero de ahí a comparar Podemos con Vox...","[41, 248]",['Twitter for Android'],0,0,40,99,197,[],[],Partido Popular,mención
12,María Garcia,2021-04-17 11:04:42+00:00,1383375863224274944,"@pablocasado_ @elmundoes @abc_es @okdiario La Democracia plena en el reino Borbón , imposible decirlo mas claro https://t.co/tqlxgr08k2  
@PSOE
@populares
@abc_es
@COPE
@el_pais
@La_SER
@elmundoes
@laSextaTV
@pablocasado_
@anarosaq
@antena3com
 @VicenteVallesTV
 @susannagriso
@El_Hormiguero
Ayuso otra rana DELINCUENTE","[43, 319]",['Twitter Web App'],0,0,12169,6677,713153,[],"[{'url': 'https://t.co/tqlxgr08k2', 'expanded_url': 'https://twitter.com/Yo_Soy_Asin/status/1383311712611274755', 'display_url': 'twitter.com/Yo_Soy_Asin/st…', 'indices': [112, 135]}]",Partido Popular,mención
13,MicaelaA__NO ESPECISTA,2021-04-17 11:04:42+00:00,1383375862322536448,"NO FALLA.  Cómo siempre, el festival ""benéfico "" organizado por tauroMafia y el PP.  ¿Qué podríamos decir que no se sepa ya por adelantado? 
Maltrato + Sangre + Clin Clin
          A  S  C  O      de #ComunidadDeMadrid https://t.co/rgAoEaUVB6","[0, 218]",['Twitter for Android'],0,0,1990,2489,60940,"[{'text': 'ComunidadDeMadrid', 'indices': [200, 218]}]","[{'url': 'https://t.co/rgAoEaUVB6', 'expanded_url': 'https://twitter.com/ComunidadMadrid/status/1383344143267635201', 'display_url': 'twitter.com/ComunidadMadri…', 'indices': [219, 242]}]",Partido Popular,mención
14,Guillem,2021-04-17 11:04:37+00:00,1383375841401335811,"@cayetanaAT, el zasca que te han dado, lo ha recogido el robot que anda por Marte.
Esto es lo que pasa a los @populares cuando mienten, que mienten tan mal, que ellos mismos se pillan la mentira. https://t.co/hcVj6TLZtu","[0, 195]",['Twitter Web App'],0,0,6314,5991,162736,[],"[{'url': 'https://t.co/hcVj6TLZtu', 'expanded_url': 'https://twitter.com/ernesturtasun/status/1383010547105460226', 'display_url': 'twitter.com/ernesturtasun/…', 'indices': [196, 219]}]",Partido Popular,mención
15,Salome,2021-04-17 11:04:14+00:00,1383375746496819201,"@pablocasado_ @populares @leopoldolopez Ya ha pagado a haciendo lo que debía??? Porque mucho hablar de los inmigrantes que nos roban y luego a este a lamerle el culo, que NOS HA ROBADO, lo ha dicho un juez","[40, 205]",['Twitter for iPhone'],0,0,200,381,3553,[],[],Partido Popular,mención
16,A11 Metros Por Año,2021-04-17 11:04:00+00:00,1383375689512935429,"Hace 8512 días el Ministerio de Fomento publicó en el BOE la licitación para la conversión en vía rápida del primer tramo de la N-122

@mitmagob @abalosmeco y Gobiernos de @populares y @PSOE llevan sin terminarla 23 años, 3 meses y 21 días después","[0, 247]",['A11 Publisher'],0,0,89,2,21,[],[],Partido Popular,mención
17,"Luego despues mas tarde, si eso lo vemos",2021-04-17 11:04:00+00:00,1383375688883851264,"@inflaurraga @mcyava @Motard8559 @populares Quedarán picos por acercar, y serán los disidentes","[44, 94]",['Twitter for Android'],0,0,1070,1352,47779,[],[],Partido Popular,mención
18,Txandrío C-137,2021-04-17 11:04:00+00:00,1383375688690933760,@populares @IdiazAyuso Sin embargo en Madrid tratan a las personas como... https://t.co/M0UprK8HTg,"[23, 74]",['Twitter for Android'],0,0,109,290,11257,[],[],Partido Popular,mención
19,EUGENIO NARBAIZA,2021-04-17 11:03:59+00:00,1383375685306048519,@elmardeazules @Basati16 @carlosdavidgf @SeFutbol @PPVasco @populares @RaquelGlezDiez @javier_merino @carlositurgaiz @pablocasado_ @TeoGarciaEgea @bea_fanjul @EdurneUriarte Claro que no.,"[173, 186]",['Twitter for Android'],0,1,9567,8569,366776,[],[],Partido Popular,mención
20,naranjeitor,2021-04-17 11:03:58+00:00,1383375680176484354,"@Frico75 @electo_mania Pero tú ni estás en todos los entornos ni eres una encuestadora(q ni ellas son fiables)pocas conclusiones vas a sacar. Y ser de centro como dices y votar el PP me produce una risa tremenda, el q es de centro de verdad como yo volverá a votar Cs no tengas duda aunque seamos pocos","[23, 302]",['Twitter for iPhone'],0,0,443,420,5320,[],[],Partido Popular,mención
21,Azules,2021-04-17 11:03:45+00:00,1383375623163322373,@Basati16 @eugenionarbaiza @carlosdavidgf @SeFutbol @PPVasco @populares @RaquelGlezDiez @javier_merino @carlositurgaiz @pablocasado_ @TeoGarciaEgea @bea_fanjul @EdurneUriarte La selección española no está como visitante en Bilbao.,"[175, 230]",['Twitter for Android'],0,1,100,323,12528,[],[],Partido Popular,mención
22,Manuel Jigato Rubio,2021-04-17 11:03:30+00:00,1383375560571711494,"@populares @IdiazAyuso Tengo que rendirme ante @IdiazAyuso.
- Discurso claro, directo, conciso. ¡Por fin llegó al @populares!
- Destacando las debilidades del adversario, dejando un mensaje velado de contrapunto: lo que ella representa (eso es un arte).
- Destaca los extremos imperdonables del @PSOE","[23, 300]",['Twitter Web App'],0,0,219,244,8914,[],[],Partido Popular,mención
23,expansioncom,2021-04-17 11:03:27+00:00,1383375550568226825,El PP quiere vetar del fondo de rescate de la SEPI a toda empresa sin beneficios antes de la pandemia https://t.co/AfFI8Qt1YO,"[0, 125]",['Besocy_Oficial'],0,1,744575,339,231938,[],"[{'url': 'https://t.co/AfFI8Qt1YO', 'expanded_url': 'http://dozz.es/l2oom4', 'display_url': 'dozz.es/l2oom4', 'indices': [102, 125]}]",Partido Popular,mención
24,Apechuske Pep Hero,2021-04-17 11:03:27+00:00,1383375550362750981,"@_infoLibre @anamorenov Una vez más, el PP cantó.","[24, 49]",['Twitter for Android'],0,0,773,859,7835,[],[],Partido Popular,mención
25,EP Economía,2021-04-17 11:03:25+00:00,1383375542779404291,El PP quiere excluir a empresas sin beneficios antes de la pandemia del fondo de rescate de la SEPI https://t.co/w9N3nucTAH,"[0, 123]",['TweetDeck'],1,0,49060,587,106834,[],"[{'url': 'https://t.co/w9N3nucTAH', 'expanded_url': 'https://www.europapress.es/economia/noticia-pp-quiere-excluir-empresas-beneficios-antes-pandemia-fondo-rescate-sepi-20210417121838.html', 'display_url': 'europapress.es/economia/notic…', 'indices': [100, 123]}]",Partido Popular,mención
26,La_Gobernanta,2021-04-17 11:03:24+00:00,1383375537674981380,@populares @IdiazAyuso Impresionante 🅿️🅿️👏🗽 #YoConAyuso,"[23, 55]",['Twitter for Android'],0,0,363,688,11109,"[{'text': 'YoConAyuso', 'indices': [44, 55]}]",[],Partido Popular,mención
27,BrainOn🇪🇸🇪🇸🇪🇸 TEST TEST TEST✝,2021-04-17 11:03:18+00:00,1383375511565467650,Piensas que el PP va a pactar con el PSOE y UP en las elecciones del 4M en Madrid?,"[0, 82]",['Twitter Web App'],1,0,4324,4988,20007,[],[],Partido Popular,mención
28,EL PUNTO link,2021-04-17 11:03:13+00:00,1383375489176195076,El PP quiere vetar del fondo de la SEPI a empresas sin beneficios antes del virus https://t.co/QalNYyRnXA,"[0, 105]",['Twitter Web App'],0,0,185,314,100954,[],"[{'url': 'https://t.co/QalNYyRnXA', 'expanded_url': 'https://www.lainformacion.com/espana/pp-quiere-vetar-fondo-sepi-empresas-sin-beneficios-antes-virus/2835606/', 'display_url': 'lainformacion.com/espana/pp-quie…', 'indices': [82, 105]}]",Partido Popular,mención
29,cuando para el autobus?,2021-04-17 11:03:05+00:00,1383375458343940105,"@pheloponeso @equipoGabilondo @NadiaCalvino @populares @PODEMOS @ierrejon @CiudadanosCs Touché o a la española, tucheeee 🤣","[88, 122]",['Twitter for iPhone'],0,0,55,222,1485,[],[],Partido Popular,mención
30,Salome,2021-04-17 11:02:52+00:00,1383375403356594179,"@populares @IdiazAyuso Y eras la comunidad con más contagios y más descontrol del país.
Por cierto, muy bien lo de SL, que no es una empresa😂😂","[23, 142]",['Twitter for iPhone'],0,0,200,381,3553,[],[],Partido Popular,mención
31,iñigo oliberos,2021-04-17 11:02:32+00:00,1383375318635868160,"@Enrique_L_Lopez @ppmadrid @PPAsamblea @populares Por qué mientes  Enrique? Tú no sabes q hay un Estatuto aprobado y referendado y q contempla esa transferencia? Es necesario q mientas y hagas trumpismo,Enrique?
Pues véte preparándote tila porque pronto se transferirá el control de la gestión económica de la Seguridad Social.","[50, 327]",['Twitter for Android'],0,0,1539,3069,68648,[],[],Partido Popular,mención
32,Alfredo,2021-04-17 11:02:26+00:00,1383375293671297033,"@populares @IdiazAyuso El mentiroso compulsivo no distingue la verdad de la mentira. Ese es Sánchez que lo que tiene claro es Ayuso es la que va a gobernar, lo que le provoca la mentira como arma arrojadiza frente a la incapacidad de poder hacerle sombra a la que seguro arrasará en Madrid, de momento.","[23, 302]",['Twitter for Android'],0,0,363,1889,1369,[],[],Partido Popular,mención
33,Enrike🇲🇿Ilundain,2021-04-17 11:02:21+00:00,1383375272766951427,"@Ikeriribarren_ @eajpnv @SeFutbol @iurkullu @populares @pablocasado_ @TeoGarciaEgea @Aglezterol @PPBizkaia @RaquelGlezDiez @carlosdavidgf @bea_fanjul @karlocantu @aritz_jauregui Cállate, atontao. Que sois diez payasos con una banderica, y punto. https://t.co/QdLB2fQeYx","[178, 245]",['Twitter for Android'],0,0,3335,3615,51904,[],[],Partido Popular,mención
34,Caray con Saray,2021-04-17 11:02:19+00:00,1383375263141031941,"@AntoniCamps @PatriciaGuaspB Gracias por su opinión.
También podría concluirse que como no hay potencia estadística entre las diferencias de las vacunaciones entre las  CCAAs, los resultados de la gestión vacunal no dependerían del color del liderazgo político autonómico, y el PP no sería factor concluyente.","[29, 309]",['Twitter for Android'],0,0,92,199,1602,[],[],Partido Popular,mención
35,Ana Beltrán,2021-04-17 11:02:13+00:00,1383375237249597440,"Mi más sincera enhorabuena a @AstridPerezBat, reelegida presidenta del @PPLanzarot. Astrid, llevas años consolidando el proyecto de @populares en #Lanzarote y cuentas con el apoyo de toda la familia del Partido Popular. Adelante👏🏻 https://t.co/K6qsSf3E5w","[0, 230]",['Twitter for iPhone'],1,3,11120,440,2499,"[{'text': 'Lanzarote', 'indices': [146, 156]}]",[],Partido Popular,mención
36,María Garcia,2021-04-17 11:01:54+00:00,1383375160145633282,"La Democracia plena en el reino Borbón , imposible decirlo mas claro https://t.co/tqlxgr08k2  
@PSOE
@populares
@abc_es
@COPE
@el_pais
@La_SER
@elmundoes
@laSextaTV
@pablocasado_
@anarosaq
@antena3com @VicenteVallesTV @susannagriso @El_Hormiguero","[0, 246]",['Twitter Web App'],1,1,12169,6677,713153,[],"[{'url': 'https://t.co/tqlxgr08k2', 'expanded_url': 'https://twitter.com/Yo_Soy_Asin/status/1383311712611274755', 'display_url': 'twitter.com/Yo_Soy_Asin/st…', 'indices': [69, 92]}]",Partido Popular,mención
37,Trino Cortés 🌻,2021-04-17 11:01:45+00:00,1383375120845004802,"Así pues, NNGG pidió que dimitiera de Presidente del CEUA, que lo expulsaram del partido y el PP manifestó su voluntad de echarlo (cosa que me imagino ya habrá pasado).","[0, 168]",['Twitter for Android'],0,0,514,702,8456,[],[],Partido Popular,mención
38,Trino Cortés 🌻,2021-04-17 11:01:44+00:00,1383375119028920320,"Aquí comienza mi parte favorita: las NNGG de Alicante pidieron al PP que lo echasen del partido.

Él esgrimió que no era posible ya que no era parte de la formación desde hacía 3 años.

El PP comprobó que mentía y que seguía en el partido, lo único que sin realizar actividades.","[0, 278]",['Twitter for Android'],0,0,514,702,8456,[],[],Partido Popular,mención
39,Nacho,2021-04-17 11:01:14+00:00,1383374991727628288,"@Milamarcos @monfortino3 @pablocasado_ Mas PRONTO que tarde volveremos a Gobernar con nuestro Presidente @pablocasado_ , el Progreso y Futuro = @populares SIEMPRE 💙🇪🇸💙

P.D. : #4M MAYORIA ABSOLUTA @IdiazAyuso 💪 #YoConAyuso @ComunidadMadrid https://t.co/aiiqPLqL38","[39, 239]",['Twitter Web App'],1,1,481,707,24622,"[{'text': '4M', 'indices': [176, 179]}, {'text': 'YoConAyuso', 'indices': [211, 222]}]",[],Partido Popular,mención
40,JoAsCaDeVOX,2021-04-17 11:01:13+00:00,1383374988678352901,"CASADO HUNDIRÁ EL PP Y REALZARA AL PSOE SI NO TOMAN MEDIDAS.

Casado no quiere consejeros de Vox en el próximo gobierno de Ayuso https://t.co/E2Vl767Jff a través de @voz_populi","[0, 176]",['Twitter Web App'],0,0,657,669,955,[],"[{'url': 'https://t.co/E2Vl767Jff', 'expanded_url': 'https://www.vozpopuli.com/espana/casado-vox-gobierno-ayuso.html', 'display_url': 'vozpopuli.com/espana/casado-…', 'indices': [129, 152]}]",Partido Popular,mención
41,Salome,2021-04-17 11:00:42+00:00,1383374855353950212,"@montesinospablo @populares Vamos a ver, de momento el presidente que más presos acercó a Euskadi fue vuestro AZNAR, el de las armas de Irak, te queda claro, o todavía no??
Que os creéis que tenemos memoria pez.","[28, 211]",['Twitter for iPhone'],0,0,200,381,3553,[],[],Partido Popular,mención
42,"Gaspar Vivo, Levante.",2021-04-17 11:00:38+00:00,1383374839608602624,@Teto1316 La que manda en el PP de Madrid es Ana Camins no Ayuso. https://t.co/EsgViL9HXC,"[10, 65]",['Twitter for Android'],0,0,3558,4641,156304,[],[],Partido Popular,mención
43,Amalio Ortiz,2021-04-17 11:00:34+00:00,1383374823833833475,"@salvadorsanvil1 Si  solo votan los ciudadanos ejemplares, que mal lo van a pasar  todo el PP, los pederastas, los obispos y cardenales, algunos militares y periodistas, jueces,  "" hasta el Rey ""  vamos... . (Qué el recuento de votos, sería  en 2 horas)","[17, 253]",['Twitter for Android'],0,0,226,394,5171,[],[],Partido Popular,mención
44,La Información,2021-04-17 11:00:33+00:00,1383374820503560194,El PP quiere vetar del fondo de la SEPI a empresas sin beneficios antes del virus https://t.co/ON4g9o205e,"[0, 105]",['Besocy_Oficial'],0,1,420716,2438,416932,[],"[{'url': 'https://t.co/ON4g9o205e', 'expanded_url': 'http://lainfo.news/9aqsp2', 'display_url': 'lainfo.news/9aqsp2', 'indices': [82, 105]}]",Partido Popular,mención
45,el ranero,2021-04-17 11:00:31+00:00,1383374811330580480,@quiquepeinado Y genera madrileñofobia......eso es lo que está consiguiendo el PP (o cómo lo llaman ellos el nuevo PP) jajajaj,"[15, 126]",['Twitter for Android'],0,0,6,164,410,[],[],Partido Popular,mención
46,Patata,2021-04-17 11:00:26+00:00,1383374789293723655,"@killRivers @MaravillasMara @RM_Nalapa @IdiazAyuso @populares @sanchezcastejon @ComunidadMadrid Que no te extrañe que Ayuso,la facha que considera el fascismo el lado bueno de la historia,paga a gente para que haga estas cosas..Ha pasado de comprar votos a comentarios..En fin, se les ve el plumero de lejos!Es lo que pasa cuando un país consiente el fascismo en instituciones","[96, 376]",['Twitter for Android'],0,0,2,17,464,[],[],Partido Popular,mención
47,Álvaro Rodríguez 🇪🇸 🖤,2021-04-17 11:00:20+00:00,1383374766313070595,"@PabloIglesias Pable, ¿sabes que el PP lleva 25 añes gobernande en Madrid? Lo digo porque se te ha olvidade comentarle en tu vídeo de propagande","[15, 144]",['Twitter for iPad'],0,0,1389,1447,1239,[],[],Partido Popular,mención
48,Tony Sar,2021-04-17 11:00:20+00:00,1383374763767205901,"@HablamosE ¿Pero qué tiene el Gobierno Gallego, Feijoo y el PP gallego contra el idioma nacional e internacional ESPAÑOL? ¡Es una vergüenza lo que están haciendo con nuestro idioma! EL ESPAÑOL ES EL IDIOMA DE TODA ESPAÑA, INCLUIDA GALICIA.","[11, 239]",['Twitter Web App'],0,0,253,991,1939,[],[],Partido Popular,mención
49,Jota Fernández,2021-04-17 11:00:12+00:00,1383374730317549572,"Poco puede pescar Gabilondo y el PSOE de un partido cuyo mensaje de campaña en 2019 consistió en ""cuidado con los comunistas"". 

El vaso comunicante principal de Cs es el PP y, el segundo, la abstención. El PSOE debería centrarse exclusivamente en movilizar a sus feudos.","[0, 271]",['Twitter for Android'],0,4,4116,2202,34803,[],[],Partido Popular,mención
50,GMS (PSOE) Ayuntamiento de Oviedo/Conceyu d'Uviéu,2021-04-17 11:00:02+00:00,1383374687837691909,"El PP y Cs se empeñan en mantener los nombres franquistas en las calles y someter a #Oviedo a una vergüenza nacional. 🤦‍♀️

🔺@ricardovetus les exige que cumplan la Ley de #MemoriaDemocratica del @GobAsturias y dejen de amparar el homenaje a la dictadura

https://t.co/fqqjNh9WkL https://t.co/8T0lV3vphv","[0, 278]",['Twitter Web App'],0,0,976,51,6267,"[{'text': 'Oviedo', 'indices': [84, 91]}, {'text': 'MemoriaDemocratica', 'indices': [171, 190]}]","[{'url': 'https://t.co/fqqjNh9WkL', 'expanded_url': 'http://www.oviedosocialista.com/ricardo-fernandez-insta-a-canteli-a-dejar-de-someter-a-oviedo-a-una-verguenza-nacional-y-cumplir-con-la-ley-de-memoria-democratica/', 'display_url': 'oviedosocialista.com/ricardo-fernan…', 'indices': [255, 278]}]",Partido Popular,mención
51,Emilioelbotas,2021-04-17 10:59:59+00:00,1383374678211760130,"@maca_puentes @populares El PP blandito es lo que tiene apoyar a la izquierda, para no perder el sillón.","[25, 104]",['Twitter for Android'],0,0,618,1003,27515,[],[],Partido Popular,mención
52,lobo solitario,2021-04-17 10:59:54+00:00,1383374657093464067,@Chaparrachapar5 @Palodehelado @VKseDefiende @PabloEchenique @DaniGagoPhoto Claro claro... no como el PP o Vox... que son todos mu decentes y mu buena gente... aunque sean unos fascitas,"[76, 185]",['Twitter for iPhone'],0,0,908,1932,48305,[],[],Partido Popular,mención
53,Javier_ME,2021-04-17 10:59:53+00:00,1383374653524123652,"¡A buenas horas mangas verdes!

El PP propone endurecer el control sobre los acercamientos de etarras y que se prohíban los homenajes https://t.co/F7zPKSloOC","[0, 157]",['Twitter Web App'],0,0,1350,1460,28207,[],"[{'url': 'https://t.co/F7zPKSloOC', 'expanded_url': 'https://www.elmundo.es/espana/2021/04/16/6079ceed21efa044038b462e.html', 'display_url': 'elmundo.es/espana/2021/04…', 'indices': [134, 157]}]",Partido Popular,mención
54,ActualitatValenciana,2021-04-17 10:59:45+00:00,1383374619336343563,"El PP denuncia que el consultorio Constitución ""sigue cerrado pese a las promesas socialistas"" https://t.co/nF1UDpPSVW","[0, 118]",['Grupo Calaforra Media S.L.'],0,0,1528,2142,34967,[],"[{'url': 'https://t.co/nF1UDpPSVW', 'expanded_url': 'https://actualitatvalenciana.com/pp-consistorio-constitucion-sigue-cerrado/', 'display_url': 'actualitatvalenciana.com/pp-consistorio…', 'indices': [95, 118]}]",Partido Popular,mención
55,🍀👀👀🍀Yaizza 🍀👀👀🍀,2021-04-17 10:59:41+00:00,1383374602991128577,"@populares @IdiazAyuso Es mejor el discurso de la pistolera, o del coletas (o moño, depende donde esté) o de la montero, hijo, hija, hije, o incluso de la que no acabó la secundaria, donde va a parar. A los que no guste, ajo, agua y resina y a dejar de leer que no obligan","[23, 272]",['Twitter for Android'],0,0,24,289,767,[],[],Partido Popular,mención
56,Lara María Álvarez Álvarez #FCKVX 🏳️‍🌈❤💛💜,2021-04-17 10:59:36+00:00,1383374579624673280,@AgustinRosety @populares @PODEMOS La única corrupción de la infancia que conozco es la de los curas,"[35, 100]",['Twitter for Android'],0,0,68,522,3360,[],[],Partido Popular,mención
57,Vicente Palomino,2021-04-17 10:59:33+00:00,1383374568803368960,"@Tonicanto1 ¡Qué pereza!, vamos a ver: si te presentabas como independiente a las elecciones del #4m pero ya no puedes ir en las listas porque has aprendido rápido de @populares #corruPPtos y has hecho trampas pero te han pillao...déjalo ya,trabaja de lo tuyo...o cambia otra vez de partido.","[12, 291]",['Twitter for iPhone'],0,0,9,159,794,"[{'text': '4m', 'indices': [97, 100]}, {'text': 'corruPPtos', 'indices': [178, 189]}]",[],Partido Popular,mención
58,A.M.O.,2021-04-17 10:59:31+00:00,1383374561219993608,"Si un  hecho tan verificable y claro como el ""caso"" Cantó se ha atrevido el PP a someterse a lo que diga el TC por un voto de calidad ¿ no demuestra el blindaje conservador  que posee en sus miembros para no querer desbloquear y renovar ya para 2 años?","[0, 252]",['Twitter Web App'],0,0,16,36,996,[],[],Partido Popular,mención
59,Plauto,2021-04-17 10:59:23+00:00,1383374524125638669,"@xpagueti35 @BlancoMbappe Totalmente de acuerdo. Pero el PP y sus medios de comunicación están jugando con fuego, porque como sigan por ese camino de ir contra VOX, morirán de éxito, y llegarán los lloros.","[26, 205]",['Twitter Web App'],0,0,213,342,10850,[],[],Partido Popular,mención
60,Jose A ن,2021-04-17 10:59:18+00:00,1383374506081742853,"@Batbi14 @desdetoronto @carlosdavidgf @SeFutbol @PPVasco @populares @RaquelGlezDiez @javier_merino @carlositurgaiz @pablocasado_ @TeoGarciaEgea @bea_fanjul @EdurneUriarte 🤣🤣🤣 Piensa un poco. Si se permiten conciertos, mítines, ópera, cine...... ¿por qué no controlando el aforo y distancia en San Mamés?","[171, 303]",['Twitter for iPhone'],0,2,795,198,42558,[],[],Partido Popular,mención
61,Lute Cruz,2021-04-17 10:59:09+00:00,1383374465325703173,"@montesinospablo @populares Mentira, habeis estado en el poder y no habeis hecho nada","[28, 85]",['Twitter for iPhone'],0,0,0,25,1992,[],[],Partido Popular,mención
62,Joan Sorroche Sola 🎗,2021-04-17 10:58:49+00:00,1383374382857285636,"@Ikeriribarren_ @eajpnv @SeFutbol @iurkullu @populares @pablocasado_ @TeoGarciaEgea @Aglezterol @PPBizkaia @RaquelGlezDiez @carlosdavidgf @bea_fanjul @karlocantu @aritz_jauregui Vasco, español y medio gilipollas. Fascista","[178, 221]",['Twitter for iPhone'],0,0,203,437,15044,[],[],Partido Popular,mención
63,dani,2021-04-17 10:58:45+00:00,1383374365765505026,"Cuanto ladrón  en el PP
Para cuando le van a quitar la cueva de los ladrones 
Génova 13
La cueva de #Ayuso 
La cueva  de @pablocasado_
La cueva pagada con lo tanto robado a los españoles honrados https://t.co/yg66UsRAj6","[0, 195]",['Twitter for Android'],0,0,264,453,26661,"[{'text': 'Ayuso', 'indices': [100, 106]}]","[{'url': 'https://t.co/yg66UsRAj6', 'expanded_url': 'https://twitter.com/JoaquimBoschGra/status/1383372527695659014', 'display_url': 'twitter.com/JoaquimBoschGr…', 'indices': [196, 219]}]",Partido Popular,mención
64,🏛️(っ◔◡◔)っLibertad🏛️,2021-04-17 10:58:29+00:00,1383374298098716674,"@populares @IdiazAyuso Corrupción de Estado, no sólo de partidos, no sólo de gobierno, porque todos los partidos son corruptos por pertenecer al Estado
#YoNoVoto4M https://t.co/114Wg7uzy7","[23, 163]",['Twitter for Android'],0,0,478,753,8015,"[{'text': 'YoNoVoto4M', 'indices': [152, 163]}]",[],Partido Popular,mención
65,Yeray 🌴🌞 I C ✊💜🔻🇮🇨,2021-04-17 10:58:21+00:00,1383374264422715395,"@Fccccc84245649 @alfonso_ussia @LolaAvilaMarto1 @guardiacivil @Maria2Gamez Acercan etarras por que la ley los deja o qué pasa no tienen derecho a estar cerca de sus familiares. Y quien más presos a liberado y acercado al país Vasco es el pp. Y quien más indultos a dado a policías y gc con sentencia en firme por torturas es el pp, psoe.Quien os masacra.","[75, 354]",['Twitter for Android'],0,0,1132,1745,55441,[],[],Partido Popular,mención
66,Lute Cruz,2021-04-17 10:58:20+00:00,1383374259821584393,"@populares @IdiazAyuso Pero ha estudiao algo, o es como casado","[23, 62]",['Twitter for iPhone'],0,0,0,25,1992,[],[],Partido Popular,mención
