,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,partido,tipo de post,hashtags,campaña,sentimiento,scores
7,PSOE,2021-04-26 18:01:50+00:00,1386742328551936005,"🤚 NO queremos que Vox esté en el gobierno de Madrid.

Cuando algo amenaza la convivencia y la democracia, se hace necesario un 'cordón sanitario' ⚠️

🌹 @equipoGabilondo 

#DemocraciaFrenteAlMiedo https://t.co/x8kenp8twW","[0, 195]",Twitter Media Studio - LiveCut,51,91,823267,13436,120954,PSOE,publicación,['DemocraciaFrenteAlMiedo'],general,4,0.23095294833183289
8,PSOE,2021-04-26 18:00:16+00:00,1386741936665632779,"La democracia no es solo una forma de gobierno que defendemos con pasión. 
👇
Es una consideración de que los demás también importan.

Yo no excluyo a nadie porque no piense como yo.

❌ No quieren que vivamos en democracia ❌

🌹 @equipoGabilondo  

#DemocraciaFrenteAlMiedo https://t.co/8eosXNv8AN","[0, 271]",Twitter Media Studio - LiveCut,37,50,823267,13436,120954,PSOE,publicación,['DemocraciaFrenteAlMiedo'],general,5,0.3122999966144562
9,PSOE,2021-04-26 17:55:26+00:00,1386740717687656450,"¡A votar! 🙌
¡A ganar al fascismo y a dejar atrás 26 años de retrocesos ‼️

El #PSOE es el partido que suma, que aúna 👩🏽‍🤝‍👨🏼👩🏽‍🤝‍👩🏻👨🏿‍🤝‍👨🏽 

Frente al odio, la palabra 👈
👉A defender la democracia que está en riesgo.

¡A votar y a ganar el #4M! 

🌹 @MarotoReyes 

#DemocraciaFrenteAlMiedo https://t.co/W9fsvteQ8F","[0, 287]",Twitter Media Studio - LiveCut,43,62,823267,13436,120954,PSOE,publicación,"['PSOE', '4M', 'DemocraciaFrenteAlMiedo']",general,5,0.4689461886882782
0,Ciudadanos 🇪🇸🇪🇺,2021-04-26 16:41:13+00:00,1386722041999593476,"🍊 @BalEdmundo es garantía de que #CsEsRegeneración

💪 Luchó contra la corrupción como abogado del Estado.
💪 Se mantuvo firme contra el 'procés' pese a las presiones de Sánchez.
💪 Es pura transparencia. https://t.co/fQteBPo3i1","[0, 201]",Twitter Web App,91,121,520918,89196,176003,CIUDADANOS,publicación,['CsEsRegeneración'],general,5,0.36359861493110657
1,Ciudadanos 🇪🇸🇪🇺,2021-04-26 16:31:59+00:00,1386719717956665344,"🍊 #CsEsRegeneración y garantía de transparencia. 

❌ Ni ostracismo. 
❌ Ni chiringuitos. 
❌ Ni adjudicaciones a dedo. 

🗳 Este #4M, Cs es la opción para mantener a la Comunidad de Madrid libre de corrupción. https://t.co/vnk8lZpjv4","[0, 206]",Twitter Web App,76,80,520918,89196,176003,CIUDADANOS,publicación,"['CsEsRegeneración', '4M']",general,5,0.5617767572402954
2,Ciudadanos 🇪🇸🇪🇺,2021-04-26 16:22:30+00:00,1386717331804626947,"🤔 ¿Sabes por qué no se habló de corrupción en el #DebateTelemadrid? 

🍊 Porque #CsEsRegeneración y desde que llegó al Gobierno de la Puerta del Sol se acabaron los escándalos. 

💪 Hemos limpiado las instituciones para solucionar los problemas reales de los madrileños. https://t.co/LyhbSIvlJN","[0, 268]",Twitter Web App,57,61,520918,89196,176003,CIUDADANOS,publicación,"['DebateTelemadrid', 'CsEsRegeneración']",general,5,0.31528398394584656
3,Ciudadanos 🇪🇸🇪🇺,2021-04-26 16:13:14+00:00,1386715000568430598,"🍊 #CsEsRegeneración porque está en nuestro ADN. 

✅ Y así lo hemos demostrado con hechos en la Comunidad de Madrid. 

🗳 Este #4M, @BalEdmundo será garantía de #PolíticaÚtil y regeneración. https://t.co/pyiIi1rWSC","[0, 188]",Twitter Web App,70,80,520918,89196,176003,CIUDADANOS,publicación,"['CsEsRegeneración', '4M', 'PolíticaÚtil']",general,5,0.3665037751197815
4,Ciudadanos 🇪🇸🇪🇺,2021-04-26 16:02:00+00:00,1386712172080816129,"✋ @BalEdmundo es el hombre que plantó cara a la Gürtel.

😉 ¿Quién mejor para asegurar que sigamos sin corrupción en la Comunidad de Madrid?

🍊 #CsEsRegeneración https://t.co/xzscf0H9mk","[0, 160]",Twitter Media Studio,272,313,520918,89196,176003,CIUDADANOS,publicación,['CsEsRegeneración'],general,1,0.3041868507862091
5,Ciudadanos 🇪🇸🇪🇺,2021-04-26 15:44:37+00:00,1386707796352188418,"😱 Han vetado a @LeopoldoLopez en la Complutense.

🇻🇪 Alguien que reivindica la democracia y denuncia una tiranía NO genera crispación.

📻 @BegonaVillacis ""Ponemos el Ayuntamiento a disposición de @LeopoldoLopez para ofrecer el debate con los alumnos"" #EsHerrero https://t.co/fslpowKnNA","[0, 261]",Twitter Media Studio,28,53,520918,89196,176003,CIUDADANOS,publicación,['EsHerrero'],general,5,0.29779407382011414
6,Ciudadanos 🇪🇸🇪🇺,2021-04-26 12:07:14+00:00,1386653090632306688,"✅ La democracia se gana hablando, no levantándose de una mesa o sucumbiendo ante las amenazas.

🇪🇸 @BalEdmundo ""Los candidatos tenemos que estar firmes y no podemos dar ni un paso atrás ante la coacción"" #EligeCentro https://t.co/qx3wOIhgGA","[0, 216]",Twitter Media Studio,103,127,520918,89196,176003,CIUDADANOS,publicación,['EligeCentro'],general,1,0.4068465232849121
7,Ciudadanos 🇪🇸🇪🇺,2021-04-26 12:03:35+00:00,1386652172553699328,"🤯 Iglesias ha vuelto a hacer lo que más le gusta: señalar a periodistas.

🚨Quiere acabar con la prensa libre y hoy hemos visto otro ejemplo.

📡 @BalEdmundo ""Mientras pasa esto, Vox llama 'activistas' a periodistas. Los dos extremos son iguales y se retroalimentan"" #EligeCentro https://t.co/fMqgGFHdmO","[0, 277]",Twitter Media Studio,60,105,520918,89196,176003,CIUDADANOS,publicación,['EligeCentro'],general,1,0.2762928903102875
8,Ciudadanos 🇪🇸🇪🇺,2021-04-26 11:58:22+00:00,1386650859984072705,"📡 @BalEdmundo ""Me ha indignado ver en un acto del PSOE a la directora general de la @GuardiaCivil"" #EligeCentro

❌ No defiende a nuestras FCSE ni su equiparación salarial, pero sí pide el voto para Gabilondo.

👉 Tiene que dimitir por el bien de España. https://t.co/zCIL6DH6KJ","[0, 252]",Twitter Media Studio,116,189,520918,89196,176003,CIUDADANOS,publicación,['EligeCentro'],general,1,0.6741093993186951
9,Ciudadanos 🇪🇸🇪🇺,2021-04-26 11:56:28+00:00,1386650380990308356,"🗳 Es urgente que bajemos el tono de esta campaña electoral.

📡@BalEdmundo ""Necesitamos más propuestas y menos insultos"" #EligeCentro

❗️ Si el resto de candidatos no quieren, llamo a la señora Monasterio a debatir y confrontar nuestras propuestas para Madrid. https://t.co/7NmolDlJEp","[0, 259]",Twitter Media Studio,101,121,520918,89196,176003,CIUDADANOS,publicación,['EligeCentro'],general,1,0.38546955585479736
0,PODEMOS,2021-04-26 19:15:00+00:00,1386760742158757888,Los años de mentiras contra Podemos y de blanqueo a la ultraderecha tienen consecuencias. https://t.co/5Q7txhgwI6,"[0, 89]",Twitter Media Studio,2,4,1527873,22524,119487,PODEMOS,publicación,[],general,1,0.24443165957927704
1,PODEMOS,2021-04-26 18:35:57+00:00,1386750916527902726,"🎥 @PabloIglesias: ""Frente a sus mentiras, votos. Frente a sus insultos, votos. Frente a sus bulos, VOTOS. Lo tenemos muy cerca"". 
#QueHableLaMayoría https://t.co/Dieqtr2Vb3","[0, 148]",Twitter Media Studio,120,260,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.31007084250450134
2,PODEMOS,2021-04-26 18:23:57+00:00,1386747895337132032,"🎥 @PabloIglesias: ""¿Por qué nos atacan a nosotros tanto? Porque saben que nosotros vamos hasta el final, nacimos para gobernar, no nacimos para entregar un gobierno a Ciudadanos y PSOE para que nada cambiara"".

#QueHableLaMayoría https://t.co/9Zwp6aOp9k","[0, 229]",Twitter Media Studio,107,220,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.4963030517101288
3,PODEMOS,2021-04-26 18:17:55+00:00,1386746376885882884,"🎥 @PabloIglesias: ""Los fascistas no juegan solos. No es casual que Vox sea una escisión del PP. ¿Quién es Santiago Abascal? Un dirigente del PP sin vida laboral"". 
#QueHableLaMayoría https://t.co/V8P1nH5pAl","[0, 182]",Twitter Media Studio,130,264,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.6014853119850159
4,PODEMOS,2021-04-26 18:13:19+00:00,1386745218750365699,"🎥 @PabloIglesias: ""El bulo repetido sobre las residencias es lo que está detrás de la amenaza de muerte que he recibido. Ese bulo lo ha repetido hasta la saciedad Ana Rosa Quintana y hemos pedido por burofax que rectifiquen o iremos a tribunales"".

#QueHableLaMayoría https://t.co/AAMe6sFC6h","[0, 267]",Twitter Media Studio,342,658,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.6162512302398682
5,PODEMOS,2021-04-26 18:03:09+00:00,1386742662242394113,"🎥 @PabloIglesias: ""Mi padre fue detenido en 1973 por repartir propaganda. Cayetana Álvarez de Toledo y Hermann Tertsch le llamaron terrorista. ¿Estaría hoy amenazado de muerte si no se lo hubiesen llamado? Le pido a todo el mundo que reflexione"". 
#QueHableLaMayoría https://t.co/ECs67fm7Om","[0, 266]",Twitter Media Studio,310,603,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.4755975008010864
6,PODEMOS,2021-04-26 17:58:39+00:00,1386741529696419849,"🎥 @isaserras ""La derecha trata de instalar desde hace mucho tiempo que es imposible echarlos de Madrid para que perdamos la esperanza. Hay que recordar todas las veces que nos dijeron que era imposible echar a Rajoy. Este año sí puede haber primavera"".

#QueHableLaMayoría https://t.co/LOwpSppOxV","[0, 272]",Twitter Media Studio,84,164,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.504543125629425
7,PODEMOS,2021-04-26 17:36:44+00:00,1386736011712020481,"🎥 @Alber_Canarias: ""Tienen miedo de que se les acabe el chollo, de que lleguemos y revisemos todos los papeles que habrá después de todas las barbaridades que han hecho en estos 25 años"". 
#QueHableLaMayoría https://t.co/SQJFtAeja9","[0, 207]",Twitter Media Studio,233,433,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.3880542814731598
8,PODEMOS,2021-04-26 17:19:07+00:00,1386731578945060870,"🎥 @luciadalda: ""Nos quieren meter miedo. Pero parece que no se están dando cuenta de que nosotros somos especialistas en transformar el miedo en lucha y en dignidad"". 
#QueHableLaMayoría https://t.co/16VV2cVEX1","[0, 186]",Twitter Media Studio,111,243,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.300515353679657
9,PODEMOS,2021-04-26 16:43:27+00:00,1386722604866756608,"📣 Palabras de agradecimiento a las personas que no han podido entrar en el acto en Tetuán. 
#QueHableLaMayoría https://t.co/msw4MUm0ww","[0, 110]",Twitter Media Studio,399,888,1527873,22524,119487,PODEMOS,publicación,['QueHableLaMayoría'],general,5,0.4304940104484558
0,VOX 🇪🇸,2021-04-26 19:07:14+00:00,1386758788024315907,"‼ @Santi_ABASCAL visita a los vecinos de Barajas que ayer fueron agredidos por terroristas callejeros alentados por Sánchez e Iglesias y jaleados por sus medios de comunicación.

Ante las provocaciones de la izquierda, en VOX no nos encontrarán en el enfrentamiento civil. https://t.co/02DLKkONfp","[0, 272]",Twitter Web App,66,129,439670,1264,56030,VOX,publicación,[],general,1,0.24293963611125946
1,VOX 🇪🇸,2021-04-26 16:12:22+00:00,1386714781541933058,"El Gobierno criminaliza a la oposición y cuando se descubre que el autor es una persona con una enfermedad mental... los medios no piden explicaciones al Gobierno. 

¡Vergonzoso! https://t.co/bc29jEnayE","[0, 178]",Twitter Web App,998,1949,439670,1264,56030,VOX,publicación,[],general,1,0.8887268304824829
2,VOX 🇪🇸,2021-04-26 16:08:34+00:00,1386713827123896324,"""Todos los demócratas estamos amenazados de muerte si no paramos a VOX en las urnas"".

Es repugnante ver a todo un gobierno tratar de victimizarse con anécdotas que tienen que ver con la salud mental de algunas personas. El mismo gobierno que alienta a la violencia contra VOX. https://t.co/wh7VvUPokW","[0, 277]",Twitter Web App,1624,3408,439670,1264,56030,VOX,publicación,[],general,1,0.6886417269706726
3,VOX 🇪🇸,2021-04-26 14:52:53+00:00,1386694779484975104,"‼️ Este martes 27 de abril, GRAN ACTO de VOX en VALDEMORO con @Santi_ABASCAL y @monasterioR 

⏰ 19:30 horas.
📍 Parque Duque de Ahumada.

¡Te esperamos! ¡Valdemoro en pie! 💪🇪🇸 https://t.co/Gmw6ncNHcO","[0, 174]",Twitter for iPhone,271,462,439670,1264,56030,VOX,publicación,[],general,5,0.5737835168838501
4,VOX 🇪🇸,2021-04-26 13:27:30+00:00,1386673289792299008,"En VOX venimos sufriendo desde hace mucho tiempo todo tipo de violencia en actos, sedes, mesas informativas, y contra nuestros afiliados y simpatizantes.

Casi todos los medios callan o manipulan.

El resto de partidos, también. https://t.co/3A1htjUKEU","[0, 228]",Twitter Media Studio,399,826,439670,1264,56030,VOX,publicación,[],general,1,0.5715664625167847
5,VOX 🇪🇸,2021-04-26 12:32:40+00:00,1386659494017503241,"¡Qué línea no ha traspasado ya el Gobierno de Sánchez!

No vamos a aceptar ni una sola lección de democracia de PSOE y Podemos.

Sin miedo a nada ni a nadie 💪🇪🇸 https://t.co/qIbNzLH0cK","[0, 160]",Twitter Media Studio,445,946,439670,1264,56030,VOX,publicación,[],general,1,0.8379808068275452
6,VOX 🇪🇸,2021-04-26 12:24:34+00:00,1386657453035724804,"🔴 #ÚLTIMAHORA

VOX consigue que el Gobierno de Andalucía del PP y Ciudadanos apruebe una bajada general de impuestos histórica. 

📰 Nota de prensa: https://t.co/z1amnoyU9F https://t.co/6Y7cdFn6hS","[0, 171]",Twitter Web App,932,1781,439670,1264,56030,VOX,publicación,['ÚLTIMAHORA'],general,1,0.527799129486084
7,VOX 🇪🇸,2021-04-26 12:17:58+00:00,1386655793655783428,"🇪🇸🛠 ¡Sal a la calle y defiéndete!

Este 1 de mayo será histórico. Los trabajadores de toda España saldrán en masa a las calles con @solidaridad_esp para recuperar su futuro.

Les acompañará @Santi_ABASCAL https://t.co/GBAyGLnsZu","[0, 204]",Twitter Web App,536,1031,439670,1264,56030,VOX,publicación,[],general,5,0.7283316850662231
8,VOX 🇪🇸,2021-04-26 11:56:43+00:00,1386650444093706241,"‼ #ÚLTIMAHORA   

Denunciamos esta amenaza, como todas. Nos personaremos en la causa. 

Pedimos de nuevo a todos los partidos que condenen toda la violencia. https://t.co/5Y020OP6SX","[0, 157]",Twitter Web App,1962,4488,439670,1264,56030,VOX,publicación,['ÚLTIMAHORA'],general,1,0.4889821410179138
9,VOX 🇪🇸,2021-04-26 10:38:01+00:00,1386630638376267777,"⚡📺 @monasterioR desmonta a la activista Mónica López en TVE:

""Igual que yo había condenado todas las amenazas, le pedí a Pablo Iglesias que condenara las agresiones físicas que sufrimos"".

#LaHoraMonasterio 

⬇ Hilo con sus intervenciones ⬇ https://t.co/AmBvytXzE7","[0, 241]",Twitter Web App,1503,3500,439670,1264,56030,VOX,publicación,['LaHoraMonasterio'],general,1,0.399747759103775
0,Ciudadanos Madrid Ciudad,2021-04-26 18:44:50+00:00,1386753152590942210,"💪🏼 El @bancoalimadrid trabaja duramente para llegar al mayor número de familias vulnerables

👉🏼 @AniortePepe visita sus instalaciones, agradeciendo su labor https://t.co/YHUO8cqS47","[0, 156]",Twitter Web App,10,10,31236,743,58582,CIUDADANOS,publicación,[],madrid,5,0.5511001348495483
1,Ciudadanos Madrid Ciudad,2021-04-26 16:02:54+00:00,1386712400288796673,"💪🏼 #CsEsRegeneración, que hemos demostrado ya y seguiremos haciéndolo con @BalEdmundo

🍊 @CiudadanosCs es: 
✅Unión e igualdad
✅Libertad 
✅Buena gestión, como demostramos tanto en el Ayto como en la Comunidad de Madrid https://t.co/t5QrID1k65","[0, 241]",Twitter for Android,64,81,31236,743,58582,CIUDADANOS,publicación,['CsEsRegeneración'],madrid,5,0.48466256260871887
2,Ciudadanos Madrid Ciudad,2021-04-26 15:25:39+00:00,1386703024240922627,"🚨 Esta campaña no va de derecha e izquierda, sino de extremos y moderación

📻 @begonavillacis ""No recuerdo haber respirado nunca este clima de crispación en Madrid. En estos momentos hay que estar a lo importante, que es el empleo y la pandemia"" @encasadeherrero https://t.co/KB1tZNM5ms","[0, 262]",Twitter Media Studio,17,19,31236,743,58582,CIUDADANOS,publicación,[],madrid,1,0.3916177749633789
3,Ciudadanos Madrid Ciudad,2021-04-26 15:25:10+00:00,1386702903931461638,"‼️ Es muy triste que la Universidad Complutense diga que para evitar crispación la solución es censurar

📻 @begonavillacis ""Hablé con @leopoldolopez para poner a su disposición recursos de @MADRID y que se produzca el debate"" @encasadeherrero https://t.co/FYpAakD0jZ","[0, 242]",Twitter Media Studio,16,21,31236,743,58582,CIUDADANOS,publicación,[],madrid,1,0.6164301037788391
4,Ciudadanos Madrid Ciudad,2021-04-26 14:04:21+00:00,1386682565591961605,"📻 En unos momentos conectamos con @begonavillacis en @encasadeherrero

🕟 A las 16:30, en @esRadio

🔛 Puedes seguirlo #EnDirecto en: https://t.co/gO9Cy0gDzU https://t.co/IphEazskQ7","[0, 155]",Twitter for Android,16,21,31236,743,58582,CIUDADANOS,publicación,['EnDirecto'],madrid,5,0.2446817010641098
5,Ciudadanos Madrid Ciudad,2021-04-26 10:21:51+00:00,1386626572782866433,"🗳 Este #4M hay que votar a @BalEdmundo para evitar un Madrid de bandos

📽 @begonavillacis ""No nos podemos permitir un Madrid enfrentado con eslóganes, insultos y cordones sanitarios que no generan empleo"" https://t.co/0UlGYgB02E","[0, 204]",Twitter Media Studio,40,63,31236,743,58582,CIUDADANOS,publicación,['4M'],madrid,1,0.7178073525428772
6,Ciudadanos Madrid Ciudad,2021-04-26 10:21:17+00:00,1386626428268171266,"🇻🇪 @MADRID se pone a disposición de la #VenezuelaLibre

📽 @begonavillacis ""Necesitan un espacio para poder denunciar lo que sucede en su país. Por eso el Ayto de @MADRID ofrece recursos a @leopoldolopez, porque no admitimos la censura"" https://t.co/Dnpo7sEZbx","[0, 235]",Twitter Media Studio,28,43,31236,743,58582,CIUDADANOS,publicación,['VenezuelaLibre'],madrid,1,0.3766874074935913
7,Ciudadanos Madrid Ciudad,2021-04-26 10:20:59+00:00,1386626353399832579,"‼️ Apostamos por un Madrid de nóminas, no de subsidios

📽 @begonavillacis ""Estamos trabajando para que quienes estén desempleados puedan volver a trabajar, fomentando el empleo y formándolos"" https://t.co/YWBzwT8G6b","[0, 191]",Twitter Media Studio,29,54,31236,743,58582,CIUDADANOS,publicación,[],madrid,1,0.39832133054733276
8,Ciudadanos Madrid Ciudad,2021-04-26 10:20:16+00:00,1386626174093254660,"🖥 La @aempleomadrid se actualiza para seguir realizando su labor

📽 @begonavillacis ""Desde aquí se realizan cursos de formación laboral, como este de climatización, para que las personas desempleadas puedan tener nuevas oportunidades"" https://t.co/v0wUvfIGHo","[0, 234]",Twitter Media Studio,24,29,31236,743,58582,CIUDADANOS,publicación,[],madrid,4,0.4175109565258026
9,Ciudadanos Madrid Ciudad,2021-04-26 10:19:13+00:00,1386625907025121284,"🧑🏻‍🏫 @MADRID ha transformado la @aempleomadrid para seguir formando a los madrileños incluso en tiempos de pandemia

👉🏼 @begonavillacis visita sus instalaciones para conocer de primera mano los nuevos cursos que se están realizando https://t.co/UF6LZtzXEL","[0, 231]",Twitter Web App,23,34,31236,743,58582,CIUDADANOS,publicación,[],madrid,5,0.502425491809845
0,Más Madrid,2021-04-26 19:03:13+00:00,1386757777465520134,"Alto y claro a todos los que vienen a traer el miedo y el odio: Madrid no es eso. Madrid es su diversidad.

Hoy lo decimos rodeadas de gente maravillosa: nos queremos libres. https://t.co/vuHv9Cu8Z1","[0, 174]",Twitter for iPhone,11,31,34184,254,8825,Más Madrid,publicación,[],madrid,5,0.5709683895111084
1,Más Madrid,2021-04-26 17:47:28+00:00,1386738712357310465,"""Intentan convertir en negativo algo como el feminismo, la lucha por la igualdad"" @la_prohibida en #MadridDeFuturo🏳️‍🌈

🔴 En directo en https://t.co/1Oe4xeYIVC https://t.co/mOQyEYszBT","[0, 159]",Twitter Web App,29,74,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,1,0.6653357148170471
2,Más Madrid,2021-04-26 17:43:22+00:00,1386737683406458884,"""A día de hoy seguimos teniendo que salir del armario. Faltan referentes y educación. Somos invisibles porque nos hacen invisibles"" @Bea_LP en #MadridDeFuturo🏳️‍🌈

🔴 En directo en https://t.co/1Oe4xeYIVC https://t.co/QB6jmel718","[0, 203]",Twitter Web App,13,30,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,1,0.6342169046401978
3,Más Madrid,2021-04-26 17:41:09+00:00,1386737125207457804,"""¿Qué seguridad hay para las personas LGTBI+ en esta ola de discursos y legitimación del odio?"" @EduardoFRub  en #MadridDeFuturo🏳️‍🌈

🔴 En directo en https://t.co/1Oe4xeYIVC https://t.co/iO1UbRIGai","[0, 173]",Twitter Web App,17,38,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,1,0.407959520816803
4,Más Madrid,2021-04-26 17:27:59+00:00,1386733810772025361,"""La visibilidad sigue siendo importantísima, de ella depende que seamos personas de pleno derecho. Madrid es liberador para gente de sitios pequeños que vienen a ser quienes son"" Nerea Pérez de las Heras en #MadridDeFuturo🏳️‍🌈

🔴 En directo en https://t.co/1Oe4xeYIVC https://t.co/w0TT3lYvQm","[0, 267]",Twitter Web App,12,26,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,4,0.41136083006858826
5,Más Madrid,2021-04-26 17:19:45+00:00,1386731737699561475,"""¿Monasterio como consejera de Educación o @Monica_Garcia_G como presidenta?"" @EduardoFRub pide a @badbixsamantha y Alex de la Croix que se mojen en #MadridDeFuturo🏳️‍🌈

🔴 En directo en https://t.co/1Oe4xeYIVC https://t.co/fNKC3RXLwz","[0, 209]",Twitter Web App,23,45,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,1,0.3807131052017212
6,Más Madrid,2021-04-26 17:14:34+00:00,1386730434923581443,"""Los discursos de odio hacen que tengamos que enfrentarnos con miedo a nuestra vida cotidiana. No habrá igualdad hasta que nadie viva sin miedo"" Alex de la Croix en #MadridDeFuturo🏳️‍🌈

🔴 En directo en https://t.co/1Oe4xeYIVC https://t.co/lKThwQN1yL","[0, 225]",Twitter Web App,24,49,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,5,0.33131763339042664
7,Más Madrid,2021-04-26 17:09:29+00:00,1386729153882361857,"""Se debate sobre si está bien que ocupemos los espacios públicos, pero creo que no debería debatirse nuestra existencia. Deberíamos tener derechos garantizados por el hecho de existir"" @badbixsamantha en #MadridDeFuturo 🏳️‍🌈

🔴 En directo en https://t.co/1Oe4xeYIVC https://t.co/dIDMS4DSS3","[0, 265]",Twitter Web App,22,46,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,1,0.4004320204257965
8,Más Madrid,2021-04-26 16:57:11+00:00,1386726061480845314,"""Necesitamos que la visibilidad vaya de la mano del trabajo y activismo político para mejorar la vida cotidiana de las personas trans"" @Jaigongo #MadridDeFuturo🏳️‍🌈

🔴 En directo en https://t.co/RjbCi2PPmT https://t.co/4nzPs9XYKv","[0, 205]",Twitter Web App,27,37,34184,254,8825,Más Madrid,publicación,['MadridDeFuturo'],madrid,4,0.25529801845550537
9,Más Madrid,2021-04-26 16:53:13+00:00,1386725063815319556,"Ya estamos en directo con @Monica_Garcia_G, 
@EduardoFRub, @Jaigongo, Alex de la Croix, 
@badbixsamantha, @la_prohibida, Nerea Pérez de las Heras y @Bea_LP.

🔴 Síguelo en https://t.co/1Oe4xeYIVC https://t.co/51nkW2ThEK","[0, 194]",Twitter Web App,16,31,34184,254,8825,Más Madrid,publicación,[],madrid,5,0.3933376967906952
0,PP Comunidad de Madrid,2021-04-26 19:13:06+00:00,1386760265463644162,"""Me resisto a que sigan intentando embarrarlo todo. Tenemos por delante unos días en lo que todo está en juego. Cuanta más alta sea la participación, más amplia será nuestra mayoría"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/QMvZer3THS","[0, 227]",Twitter Media Studio - LiveCut,7,11,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.35106751322746277
1,PP Comunidad de Madrid,2021-04-26 19:11:11+00:00,1386759781914927107,"""La calle no les pertenece, pero ahora todavía menos. Cómo me alegro de que la sociedad madrileña, sea de donde sea y viva donde viva, haya dicho basta"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/BlTZm7L0ZJ","[0, 197]",Twitter Media Studio - LiveCut,7,13,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.3876068592071533
2,PP Comunidad de Madrid,2021-04-26 19:08:21+00:00,1386759069508198403,"""Esta división social, esta imposición y esta falta de respeto a aquellas personas que levantan Madrid con sus impuestos se tiene que acabar. La sociedad madrileña ha dicho basta ya, es mi momento"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/3j141y0GbU","[0, 242]",Twitter Media Studio - LiveCut,2,13,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.5737882256507874
3,PP Comunidad de Madrid,2021-04-26 19:05:15+00:00,1386758290193911813,"🔵 A #Madrid se viene a vivir en LIBERTAD. 

👉 Somos el motor económico de España.

👉 Somos una sociedad próspera, libre, que vive en paz y con respeto.

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/oeZwPKItua","[0, 195]",Twitter Media Studio - LiveCut,5,16,121581,5834,95096,Partido Popular,publicación,"['Madrid', 'VotaLIBERTAD', 'YoConAyuso']",madrid,5,0.41154125332832336
4,PP Comunidad de Madrid,2021-04-26 19:00:03+00:00,1386756980363124736,"""Hoy podemos decir que el sanchismo y el comunismo han abandonado al socialismo. Todos debemos unirnos para decir basta ya a este Gobierno. Es el momento"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/ICmbraLD7X","[0, 199]",Twitter Media Studio - LiveCut,9,19,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,5,0.3494853973388672
5,PP Comunidad de Madrid,2021-04-26 18:58:00+00:00,1386756463272644613,"""¿Cuantas veces tendremos que decirle al Gobierno que la cepa india ya está por una inmensa mayoría de países? ¿A qué está este Gobierno? A la feria, a la épica, a los relatos, porque no saben gestionar"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/zx5rx9l073","[0, 248]",Twitter Media Studio - LiveCut,8,22,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.5574394464492798
6,PP Comunidad de Madrid,2021-04-26 18:56:21+00:00,1386756047298248707,"""En esta campaña no vengamos a hablar de lo que no está pasando, porque lo que sí está pasando se queda soterrado"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/ZxY5icwI3d","[0, 159]",Twitter Media Studio - LiveCut,7,14,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.5049287676811218
